4,1048,21,26,9,1,1,0,1,0,2
3,427,18,18,5,0,0,1,0,0,0
4,708,82,19,5,0,1,1,0,0,2
3,373,25,7,2,0,1,1,0,0,0
3,1493,58,39,20,0,1,0,0,1,3
3,70,11,8,2,0,1,1,1,0,0
3,161,8,11,3,0,1,0,0,1,0
4,878,99,32,6,0,0,1,0,1,0
3,238,80,16,4,0,1,0,0,0,1
3,697,165,17,6,0,1,1,0,0,0
3,323,20,17,3,1,0,0,1,0,0
3,158,31,19,3,0,1,1,0,0,0
3,778,119,18,5,0,0,1,0,1,0
4,2014,121,29,6,0,1,0,1,0,0
4,478,3,20,5,1,0,1,0,1,2
5,2554,47,63,32,1,0,1,0,0,7
4,347,4,21,12,1,1,0,0,0,4
4,3205,112,30,9,0,1,0,0,1,0
4,413,37,26,6,0,1,1,0,0,2
4,605,125,24,11,1,1,0,1,0,3
4,1663,58,30,9,1,0,1,0,1,3
5,669,177,61,47,1,1,1,0,0,8
4,155,36,12,3,0,1,1,0,0,0
4,273,52,15,5,1,1,1,0,0,0
5,121,57,14,3,0,1,1,0,1,0
5,2223,160,33,12,1,1,0,1,0,0
4,205,19,15,4,1,1,1,0,0,0
4,413,43,21,5,0,1,1,0,0,0
4,280,126,12,4,0,1,0,0,0,0
4,245,136,20,7,0,0,1,1,0,2
5,1617,77,35,12,0,1,0,0,0,0
4,606,244,14,7,0,0,1,0,1,0
4,56,29,8,3,1,0,1,1,0,0
5,1549,559,30,24,1,1,1,0,0,5
5,492,212,18,7,0,1,0,1,0,0
5,1224,87,29,9,1,1,1,0,0,0
5,1917,156,43,12,1,1,0,0,0,0
5,1563,116,31,7,0,0,1,0,1,1
6,3285,300,70,31,0,0,1,0,1,4
6,1677,293,30,10,1,1,0,0,1,0
7,8883,336,72,36,0,0,0,1,1,1
7,2623,297,52,22,1,0,1,1,0,0
6,1382,317,45,34,0,1,0,0,0,6
5,415,115,20,6,0,1,1,0,1,2
6,904,360,30,14,0,0,0,0,1,4
6,3131,301,56,20,0,0,1,0,1,0
5,1109,147,27,8,0,1,0,0,1,0
5,1413,330,38,7,0,1,1,1,0,1
5,1089,341,43,18,0,0,0,0,1,1
7,2612,851,61,30,0,0,0,0,1,4
5,1094,673,44,20,0,1,1,0,0,0
6,5027,1311,79,35,0,1,1,0,0,1
5,3020,662,65,25,0,1,1,0,0,3
7,5249,2282,79,28,1,1,1,0,0,1
5,254,31,26,4,1,0,1,1,0,0
6,979,124,43,23,0,0,1,0,1,5
7,2679,248,66,63,0,0,1,0,1,7
6,2640,691,47,19,1,1,0,0,0,0
6,694,343,24,15,0,0,1,0,1,3
6,2529,1007,47,17,0,1,1,0,1,0
6,5698,1971,63,27,1,1,1,0,0,1
7,6140,1743,66,20,0,1,1,0,0,1
7,2069,681,73,31,1,0,1,0,1,0
7,3428,1775,75,26,0,0,1,0,0,3
6,2063,610,61,31,1,0,0,1,1,4
6,4420,1375,73,39,1,0,0,0,1,5
7,3820,1008,70,37,0,1,1,1,0,3
6,5142,2858,64,21,0,0,1,0,1,2
7,3349,1217,61,34,0,0,0,0,1,3
6,1832,528,64,35,0,0,1,0,1,0
6,4558,1298,63,24,0,1,1,0,0,0
6,1456,479,38,22,0,1,1,1,0,5
6,3182,1998,52,15,1,1,1,0,0,0
7,3035,1664,71,29,0,1,1,0,0,0
6,4976,1226,69,30,0,1,0,1,0,5
6,4025,1403,63,22,0,1,1,0,0,2
7,6451,3819,54,29,0,1,0,0,1,4
7,2076,1333,41,23,0,0,1,0,1,4
6,1257,610,41,11,0,0,0,1,1,0
7,3226,1197,44,19,0,1,0,0,0,3
7,1737,903,52,37,0,1,0,1,0,6
7,6052,1118,90,67,1,0,0,0,1,5
7,3979,1654,90,67,0,0,1,0,1,7
7,13946,2265,89,52,0,0,1,0,1,3
7,5491,2171,75,55,0,1,0,0,0,0
7,867,425,31,15,1,0,0,0,1,3
7,1708,690,56,31,1,0,0,0,1,4
7,2064,710,63,24,1,0,1,0,1,0
7,1129,638,40,14,0,1,0,0,1,0
7,3721,1838,64,30,0,0,0,0,1,0
7,2572,640,72,70,0,0,0,0,1,6
7,5254,1806,90,115,1,0,1,0,1,8
7,2663,1816,57,48,0,1,0,1,0,6
7,3819,1681,91,185,0,1,0,0,0,8
7,2621,1382,62,27,0,0,1,0,0,0
7,3390,1331,70,59,0,1,1,0,0,0
7,4718,1892,72,39,0,1,0,0,1,0
7,8796,2124,91,151,0,1,0,0,1,8
